area_per_molecule (Ang^2/molecule),surface pressure (mN/m)
118.34552845528455,98.24617574942172
118.29573170731707,98.24108615743046
118.2459349593496,98.21309340147846
118.19613821138212,98.19833358470378
118.14634146341463,98.19833358470378
118.09654471544715,98.19833358470378
118.04674796747967,98.20189629909767
117.9969512195122,98.2044410950933
117.94715447154472,98.20902172788544
117.89735772357723,98.22530842225751
117.84756097560975,98.22530842225751
117.79776422764228,98.22479946305839
117.7479674796748,98.22479946305839
117.69817073170732,98.22785321825314
117.64837398373983,98.23039801424878
117.59857723577235,98.23294281024442
117.54878048780488,98.28383873015714
117.4989837398374,98.29758062853358
117.44918699186992,98.29758062853358
117.39939024390245,98.28892832214842
117.34959349593495,98.28892832214842
117.29979674796748,98.28892832214842
117.25,98.29096415894492
117.20020325203252,98.29503583253793
117.15040650406505,98.29096415894492
117.10060975609755,98.26653411738681
117.05081300813008,98.24261303502784
117.0010162601626,98.25584597420514
116.95121951219512,98.25584597420514
116.90142276422765,98.25737285180253
116.85162601626017,98.26398932139118
116.80182926829268,98.27773121976762
116.7520325203252,98.27773121976762
116.70223577235772,98.26704307658595
116.65243902439025,98.26704307658595
116.60264227642277,98.26704307658595
116.55284552845528,98.28282081175888
116.5030487804878,98.28282081175888
116.45325203252033,98.31030460851176
116.40345528455285,98.31641211890128
116.35365853658537,98.31284940450739
116.30386178861788,98.31284940450739
116.2540650406504,98.31844795569779
116.20426829268293,98.32710026208295
116.15447154471545,98.34186007885764
116.10467479674797,98.34796758924716
116.0548780487805,98.34796758924716
116.005081300813,98.33269881327335
115.95528455284553,98.33269881327335
115.90548780487805,98.33168089487509
115.85569105691057,98.34389591565414
115.8058943089431,98.35000342604367
115.7560975609756,98.35967365082709
115.70630081300813,98.32201067009169
115.65650406504065,98.32201067009169
115.60670731707317,98.34389591565414
115.5569105691057,98.34389591565414
115.5071138211382,98.34389591565414
115.45731707317073,98.36476324281836
115.40752032520325,98.36476324281836
115.35772357723577,98.36934387561051
115.3079268292683,98.36934387561051
115.25813008130082,98.38919328437646
115.20833333333333,98.39224703957123
115.15853658536585,98.39224703957123
115.10873983739837,98.39224703957123
115.0589430894309,98.39122912117298
115.00914634146342,98.3897022435756
114.95934959349593,98.36883491641137
114.90955284552845,98.36883491641137
114.85975609756098,98.37494242680091
114.8099593495935,98.39580975396512
114.76016260162602,98.39580975396512
114.71036585365853,98.38563056998258
114.66056910569105,98.38206785558869
114.61077235772358,98.38206785558869
114.5609756097561,98.3841036923852
114.51117886178862,98.3861395291817
114.46138211382114,98.39988142755814
114.41158536585365,98.43601753069618
114.36178861788618,98.46350132744904
114.3119918699187,98.47266259303332
114.26219512195122,98.47266259303332
114.21239837398375,98.47622530742721
114.16260162601625,98.47927906262197
114.11280487804878,98.49760159379056
114.0630081300813,98.51032557376874
114.01321138211382,98.51287036976437
113.96341463414635,98.51287036976437
